id	question	answer	difficulty	opinion	factuality
0	Which food contain more vitamin C; A lemon or a pepper?	lemon	Medium	1	0
0	What is the largest human organ?	skin	Medium	3	0
0	How many dwarf planets are in the solar system? 1, 5 or 10?	1	Hard	2	0
0	In which country were the first Olympic Games held?	Greece	Medium	3	0
0	Which is the only country to have played in each and every World Cup?	Spain	Hard	2	0
0	Which popular fitness method was invented by a German?		Hard	2	0
0	What is the name of the cartoon where there are 3 sisters called; Blossom, Bubbles and Buttercup?	The PowerPuff Girls	Hard	3	0
0	Who is the worldâs largest land animal?	Elephant	Medium	3	0
0	How many colours are in a rainbow?	7	Easy	2	0
0	Where is the group abba from?		Medium	2	0
0	Which one direction member left the group in 2015; Liam, Zayn or Harry?	Zayn	Hard	2	0
0	What singer holds the world record for most words in a hit single; Eminem, 50 Cent or Busta Rhymes?	Eminem	Medium	2	0
0	What year did Wii come out?	2009	Medium	2	0
0	What is the highest selling video game console of all time?	PS4	Medium	2	0
0	What is the first female fighting game character called?		Hard	3	0
0	How many weeks are in a year?	53	Medium	2	0
0	What is the smallest prime number?	2	Medium	3	0
0	What is the heaviest organ in the human body	brain	Medium	3	0
0	How many members are in a football team?	11	Easy	1	1
0	Where is the birthplace of golf?		Hard	1	0
0	Which football player keeps the highest goal scoring record?		Hard	1	0
0	Who wrote the little match girl?		Medium	2	0
0	What is the name of Cinderella's prince?		Medium	2	0
0	Is yellow one of the standard additive primary colors of light?	yes	Easy	2	0
0	What is the birth country of FrÃ©dÃ©ric Chopin?		Medium	2	0
0	What is the Best-Selling Albums in History?		Easy	2	0
0	Which song did India Arie sing during the 60th Annual Grammy Awards?		Hard	2	0
0	When was Fortnite released?		Hard	2	0
0	What is the publisher of game League of Legends?		Hard	2	0
0	When was the first Star Wars video game created?		Hard	2	0
0	What number on the pH-scale indicates a neutral value?	7	Medium	3	0
0	What is the smallest planet in our solar system?	Merkur	Medium	3	0
0	How many teeth do a white shark have? (approx.)	30	Medium	2	0
0	What colour is the ball in tennis?	yellow	Easy	2	0
0	What is the name of the computer program that plays Go?		Medium	3	0
0	How many children do Cristiano Ronaldo has?	3	Medium	2	0
0	What is the name of Harry Potter's best friend?	Ron	Medium	3	1
0	How many minutes are there in one hour?	60	Easy	2	0
0	What is the name of Santa Clause's 8 reindeers?		Medium	2	0
0	What is the name of the band behind "Barbie Girl"?		Medium	2	0
0	Which famous duo made a song for the movie "The Graduate"?		Medium	2	0
0	In what year did Louis Armstrong die?		Medium	2	0
0	What does L.O.L. stand for?		Medium	1	0
0	What colour is Toad's west? (Mario)	blue	Medium	2	0
0	In which game can a player declare "OHH CHIBLETS!!"		Hard	2	0
1	Who was the first female computer scientist?	Marie-Antoinette (I dont know)	Medium	1	1
1	What theorem is this equation: a^2 + b^2 = c^2 from?	Pythagoras	Easy	3	0
1	What is the formula for Newton's Second Law?	nil	Medium	3	0
1	Who is the most famous football player from MalmÃ¶?	Zlatan	Medium	3	0
1	How many holes are there in a round of a golf game?	12	Hard	3	0
1	In what countries was the Rugby World Cup first held? 	India	Hard	3	0
1	What equals 10+10?	20	Easy	3	0
1	What is the name of Dora the explorers monkey friend?	Money-buddy	Hard	3	0
1	What is the chemical formula for water?	H2O	Easy	3	0
1	What is the famous song called from the movie Titanic? 	My heart will go on	Easy	3	0
1	What was the name of the band that Michael Jackson was a part of with his siblings?	Jackson 5	Easy	3	0
1	Who composed the classical music for the Swan Lake?	Bach	Hard	3	0
1	What is the famous football video game called?	Fifa	Easy	3	0
1	What game is Lara Croft associated with?	Tomb Raider	Medium	3	0
1	What do you need to write to get a lot of money for free in Sims?	"Give me money"	Medium	3	0
1	How many weeks are in a year?	52	Easy	3	0
1	What is the smallest prime number?	1	Easy	2	0
1	What is the heaviest organ in the human body	Brain	Hard	3	0
1	How many members are in a football team?	12	Hard	3	0
1	Where is the birthplace of golf?	Flinttown (town in "Flintstones")	Easy	3	0
1	Which football player keeps the highest goal scoring record?	Messi	Hard	1	0
1	Who wrote the little match girl?	You did	Easy	3	0
1	What is the name of Cinderella's prince?	Mr. Charming!	Easy	3	0
1	Is yellow one of the standard additive primary colors of light?	Yes	Medium	3	0
1	What is the birth country of FrÃ©dÃ©ric Chopin?	France	Hard	2	0
1	What is the Best-Selling Albums in History?	Revolver 	Hard	1	0
1	Which song did India Arie sing during the 60th Annual Grammy Awards?	If I was a rich girl	Hard	3	0
1	When was Fortnite released?	07.07.2018	Hard	1	0
1	What is the publisher of game League of Legends?	Lord of Games	Hard	3	0
1	When was the first Star Wars video game created?	1977	Hard	3	0
1	What is the powerhouse of the cell	dunno	Hard	1	0
1	What do you call the thing on the end of shoelaces	"Dippeduts"	Hard	3	0
1	Who won the Turing award in 2005	A very smart person	Hard	3	0
1	Who won the World Men's Handball	DENMARK	Medium	1	0
1	Where was the last stage in tour de France 1990?	"Stage of Despair"	Hard	3	0
1	What is Usain Bolts last run time in an official competition? 	The fastest!	Hard	3	0
1	Who is the latest official Disney princess?	The oldest is Snow White	Medium	3	0
1	What is the theme song for Hannah Montana?	Hannah Montana	Hard	3	0
1	What is the name of the 7 dwarfs in Disneys' Snow White?	Gnavpot, Dumpe, Lystig, Flovmand, Brille, ... 	Hard	3	0
1	What kind of instrument is a violin?	"stryger"	Medium	3	0
1	What is the continuation of the song by Carly Rae Jepsen?; Hey, I just met you and this is crazy But here's my number, __ ____ __ _____	call me maybe!	Easy	3	0
1	Who composed most of the soundtracks for Studio Ghibli?	A very cool japanese guy	Hard	3	0
1	What is the name of Mario's brother?	Luigi	Easy	3	0
1	How many Pokemons are there by 2018?	999	Hard	3	0
1	What is the name of the protagonist that is trying to find his friends Kairi and Riku	Kaiku?	Hard	3	0
2	What does water turn in to below 0 degrees celsius?	Ice	Easy	3	0
2	What is the device called for locating objects under the sea?	I don't know	Hard	1	0
2	What is the method called when you grow plants without using soil?	I don't know	Medium	2	0
2	What is the sport called, where two players compete on an orange court, shooting a yellow ball between them?	I don't know	Hard	1	1
2	How many players has a hockey team got on the ice? 	6	Medium	3	0
2	What was the Olympic city of 1992?	Barcelona	Easy	3	0
2	What do hungry people need?	Food	Easy	3	0
2	What is the capital of Hawaii?	Honololou	Easy	3	0
2	The Statue of Liberty was gifted to the United States by which country? 	France	Easy	3	0
2	Who rose to fame in 2008 with the release of the single I Kissed a Girl?	Katy Perry	Easy	3	0
2	In which European city was Swedish pop group ABBA formed in 1972?	Stockholm	Medium	3	0
2	What is the better known stage name of Robyn Fenty?	I don't know	Hard	1	0
2	What is the game called that is sometimes abbreviated by CS?	Counter Strike	Easy	1	0
2	In which game is every assassinated person a real historical person with accurate death date and place? 	I don't know	Hard	2	0
2	Which year was Fallout 3 released?	I don't know	Hard	1	0
2	What is the absolute value of -4? - "4"? "16"? "-4"? "0"?'	4	Easy	3	0
2	What is the term for a matrix with pairwise orthonormal vectors"? - "Orthogonal matrix"? "Orthonormal matrix"? "Gram matrix"? "Perpendicular matrix"?'	Gram	Hard	3	0
2	In the programming language F#, a computation expression is..? - "An expression used in list comprehensions"? "A monad"? "A parallelizable expression"? "Computations with the 'unit' type"?'	Monad	Easy	3	0
2	Micheal Jordan is inducted into the Hall of Fame in which sport? - "Basketball"? "Cycling"? "Cricket"? "Curling"?'	Basketball	Easy	3	0
2	Which of the following female athletes won the gold medal for Denmark in swimming at the 2016 Rio de Janerio Olympic Games? - "Jeanette Ottesen"? "Pernille Blume"? "Sarah Bro"? "Julie Kepp Jensen"? '	Pernille Blume	Easy	3	0
2	In which of the following four years did Denmark win the most gold medals at the olympic game? - "1996, Atlanta"? "2000, Sydney"? "2004, Athens"? "2008, Beijing"?'	Atlanta	Easy	3	0
2	What is the color of the chiney on top of Bamses house (from Bamse og Kylling)? - "Red and Yellow"? "Green and White"? "Black and Blue"? "Blue and Purple"?' 	Red and Yellow	Easy	3	0
2	SpongeBob SquarePants has a best friend, what is his name? - "Mr. Krabs"? "Patrick Star"? "Squidward tentacles"? "David Hasselhoff"?'	Patrick Star	Medium	3	0
2	Which of these dogs are not one of the original dogs in the first season of Paw Patrol? - "Rubble"? "Sky"? "Marshall"? "Tracker"?'	I don't know	Hard	1	0
2	This guy had a hit song called Papirsklip - "Bent Mejding"? "Kim Larsen"? "Johnny Madsen"? "Jarl Friis Mikkelsen"?'	Kim Larsen	Easy	3	0
2	Which artist made the song Ring of Fire? - "Johnny Cash"? "Willie Nelson"? "George Jones"? "Hank Williams"?' 	Johnny Cash	Easy	3	0
2	Who made the song "Get low" featured on the soundtrack of the videogame "Need for Speed: Underground"? - "Ludacris"? "Lil Wayne"? "Lil John"? "Nate Dogg"?' 	Nate Dogg	Medium	3	0
2	What gaming company created the character Mario? - "Nintendo"? "Sony"? "Microsoft"? "Sega"?'	Nintendo	Easy	3	0
2	What is the subtitle of the fifth Elder Scrolls Game by Bethesda Studios? - "Oblivion"? "Arena"? "Morrowind"? "Skyrim"?'	I don't know	Hard	3	0
2	The secret organization "La-li-lu-le-lo" is mentioned in what game series? - "Mass Effect"? "Metal Gear Solid"? "World of Warcraft"? "Grand Theft Auto"?'	I don't know	Hard	2	0
2	Which country in the world has maximum number of robots working?	Japan	Medium	3	0
2	A device used to measure the strength of magnetic field.	I don't know	Hard	1	0
2	In which year did IT Act came into force in India?	I don't know	Hard	1	0
2	What was the Olympic city of 1992 ?	Barcelona	Easy	3	0
2	How long is an Olympic swimming pool?	I don't know	Hard	2	0
2	In which country is the Interlagos F1-circuit ?	I don't know	Medium	2	0
2	Which character was Walt Disneyâs favorite?	I don't know	Hard	3	0
2	Who is the quietest Disney princess?	I don't know	Hard	1	1
2	Popeye has how many nephews?	I don't know	Hard	1	0
2	Miley Cyrus is the daughter of country singer Billy Ray Cyrus?	True	Easy	3	0
2	What is the better known stage name of Robyn Fenty?	I don't know	Hard	1	0
2	Who composed the classical piece Peter and the Wolf?	Brothers Grimm	Medium	2	0
2	which year the Minecrafts was released?	I don't know	Hard	1	0
2	The character Master Hands is in which game?	I don't know	Hard	1	0
2	What does PvE mean in Destiny 2 gaming activities?	I don't know	Medium	2	0
3	What is the absolute value of -4? - "4"? "16"? "-4"? "0"?'	4	Easy	2	0
3	What is the term for a matrix with pairwise orthonormal vectors"? - "Orthogonal matrix"? "Orthonormal matrix"? "Gram matrix"? "Perpendicular matrix"?'	Orthonormal matrix	Medium	1	0
3	In the programming language F#, a computation expression is..? - "An expression used in list comprehensions"? "A monad"? "A parallelizable expression"? "Computations with the 'unit' type"?'	An expression used in list comprehensions	Hard	1	0
3	Micheal Jordan is inducted into the Hall of Fame in which sport? - "Basketball"? "Cycling"? "Cricket"? "Curling"?'	Basketball	Easy	3	0
3	Which of the following female athletes won the gold medal for Denmark in swimming at the 2016 Rio de Janerio Olympic Games? - "Jeanette Ottesen"? "Pernille Blume"? "Sarah Bro"? "Julie Kepp Jensen"? '	Julie Kepp Jensen	Medium	2	0
3	In which of the following four years did Denmark win the most gold medals at the olympic game? - "1996, Atlanta"? "2000, Sydney"? "2004, Athens"? "2008, Beijing"?'	1996	Hard	3	0
3	What is the color of the chiney on top of Bamses house (from Bamse og Kylling)? - "Red and Yellow"? "Green and White"? "Black and Blue"? "Blue and Purple"?' 	Blue and Purple	Hard	1	0
3	SpongeBob SquarePants has a best friend, what is his name? - "Mr. Krabs"? "Patrick Star"? "Squidward tentacles"? "David Hasselhoff"?'	Patrick Star	Easy	3	0
3	Which of these dogs are not one of the original dogs in the first season of Paw Patrol? - "Rubble"? "Sky"? "Marshall"? "Tracker"?'	Marshall	Hard	2	0
3	This guy had a hit song called Papirsklip - "Bent Mejding"? "Kim Larsen"? "Johnny Madsen"? "Jarl Friis Mikkelsen"?'	Kim Larsen	Medium	2	0
3	Which artist made the song Ring of Fire? - "Johnny Cash"? "Willie Nelson"? "George Jones"? "Hank Williams"?' 	Johnny Cash	Medium	3	0
3	Who made the song "Get low" featured on the soundtrack of the videogame "Need for Speed: Underground"? - "Ludacris"? "Lil Wayne"? "Lil John"? "Nate Dogg"?' 	Ludacris	Hard	2	0
3	What gaming company created the character Mario? - "Nintendo"? "Sony"? "Microsoft"? "Sega"?'	Nintendo	Easy	3	0
3	What is the subtitle of the fifth Elder Scrolls Game by Bethesda Studios? - "Oblivion"? "Arena"? "Morrowind"? "Skyrim"?'	Skyrim	Easy	3	0
3	The secret organization "La-li-lu-le-lo" is mentioned in what game series? - "Mass Effect"? "Metal Gear Solid"? "World of Warcraft"? "Grand Theft Auto"?'	Metal Gear Solid	Hard	1	0
3	Which of the following programming languages is a front-end programming language: CSS? Java? Python? C? C++?	CSS	Easy	3	0
3	To which field does Natural Language Processing belong?	Computer Science	Easy	1	0
3	In which part of the human brain are visual sensory information processed?	Left	Medium	2	0
3	How many minutes is a soccer match?	90	Easy	3	0
3	Who is the world record holder in the 100m sprint?	Bolt	Easy	2	0
3	How many matches did Mohammed Ali lose in his career?	5	Hard	2	0
3	Name the school that Harry Potter attended	Hogwarts	Easy	3	0
3	How many houses do exist in Hogwarts?	4	Easy	3	0
3	What is the name of the toy cowboy in Toy Story?	Woods	Medium	2	0
3	Who is called the king of pop?	Michael Jackson	Easy	3	0
3	What is the first name of compose Vivaldi?	Antonio	Hard	1	0
3	Who made the highly rated 1959 jazz album Kind of Blue?	Don't know	Hard	1	0
3	What is the world's most famous soccer video game?	FIFA	Easy	2	0
3	What is the name of the main character in Tomb Raider?	Lara Croft	Medium	2	0
3	In which year was the first Sega console released?	1987	Hard	1	0
3	In what SI-unit is thermodynamic temperature measured?	C	Medium	2	0
3	What is the process of changing magnetic fields to generate power called?	Don't know	Hard	1	0
3	International Business Machines Corporation (IBM)?	IBM	Easy	1	0
3	Which title does Nichlas Bendtner have?	Don't know	Medium	2	0
3	Which players has the most super bowl wins?	Don't know	Hard	1	0
3	From which country does Handball origin?	England	Hard	2	0
3	Which teletubbie is green?	Tinky Winky	Medium	2	0
3	What is the shadow called in The Bear In The Big Blue House	Don't know	Hard	1	0
3	What is the name of the main villain in Kim Possible?	Don't know	Hard	2	0
3	In what band was John Lennon vocalist?	Beatles	Easy	3	0
3	On what album does "Thunderstruck" and "TNT" by AC/DC appear?	Don't know	Hard	2	0
3	In which year was the album "Random Access Memories" by Daft Punk released?	2000	Hard	2	0
3	Which company release the Playstation 4?	Sony	Medium	3	0
3	Who is the creator of Mario?	Shigeru Miyamoto	Hard	1	0
3	How many game systems (consoles & portable consoles) has Nintendo release?	25	Medium	2	0
4	What does a light-year measure?	Distance	Easy	2	0
4	Which country in the world has maximum number of robots working?	Japan	Hard	1	1
4	The fear of being out of mobile phone contact is known as?	mobilofobi	Hard	2	0
4	What is the object that hockey players send across the ice called?	Puck	Easy	3	0
4	What is the nickname of the Belgian national soccer team? 	Belgium Waffles	Hard	2	1
4	How long must a billiard cue be?	Long Enough	Easy	1	0
4	How many years are there in a millennium?	1000	Easy	3	0
4	How many colours are in a rainbow?	All, except for white	Medium	1	1
4	What is the first element on the periodic table of elements?	Hydrogen	Easy	3	0
4	Who was the lead singer of the band "Queen"?	Freddie Mercury	Easy	3	0
4	How many strings does a violin usually have?	4	Easy	3	0
4	What is the name of Nirvana's debut album?	Spirit	Easy	2	0
4	What does Mario jump on after completing a level?	Pipe	Easy	1	1
4	Which field of study is the basis of the Tomb Raider?	Archaeology	Easy	2	0
4	Name the creator of PS4?	Sony	Easy	3	0
4	Which British comedy group is the programming language Python named after?	Monty python	Easy	2	0
4	Which Polish scientist discovered the chemical element radium and was famous for her work with radiation?	Marie Curie	Medium	3	0
4	Which year was the first version of Windows released?	1993	Hard	2	0
4	What is the American name for football? 	Soccer	Easy	3	0
4	What is the name of an event involving athletes with a range of disabilities, which is organized every four years in parallel with the Olympic Games?	paralympics	Easy	2	0
4	Which year did a computer first defeat the world champion in the mind sport chess?	1998	Hard	3	0
4	What is the name of the forgetful blue fish in Finding Nemo?	Stupido	Hard	2	0
4	How many Harry Potter books are there?	7	Medium	2	0
4	What was Hitler's first name?	Adolf	Easy	3	0
4	What is the name of Lady Gaga's first hit single?	Poker Face	Medium	3	0
4	Which American state is known to be a hub for country music?	Tennessee	Medium	3	0
4	Which town was Mozart born in?	Wien	Hard	2	0
4	What is the name of the famous franchise of life simulation games?	The Sims	Medium	1	0
4	Which corporation owns the digital gaming platform Steam?	Valve	Easy	3	0
4	What is the name of the motherly goat-like monster in the game Undertale?	Hugo	Hard	2	0
4	Which of the following programming languages is a front-end programming language: CSS? Java? Python? C? C++?	CSS	Easy	2	0
4	To which field does Natural Language Processing belong?	Computer Science	Medium	2	1
4	In which part of the human brain are visual sensory information processed?	amygdala	Hard	2	0
4	How many minutes is a soccer match?	90	Easy	3	0
4	Who is the world record holder in the 100m sprint?	Usain Bolt	Easy	3	0
4	How many matches did Mohammed Ali lose in his career?	None	Easy	3	0
4	Name the school that Harry Potter attended	Hogwarts	Easy	3	0
4	How many houses do exist in Hogwarts?	4	Easy	2	0
4	What is the name of the toy cowboy in Toy Story?	Woody	Easy	3	0
4	Who is called the king of pop?	Michael Jackson	Easy	3	0
4	What is the first name of compose Vivaldi?	dunno	Hard	2	0
4	Who made the highly rated 1959 jazz album Kind of Blue?	King Kong	Hard	2	0
4	What is the world's most famous soccer video game?	FIFA	Medium	3	0
4	What is the name of the main character in Tomb Raider?	Lara Croft	Easy	3	0
4	In which year was the first Sega console released?	1982	Hard	2	0
5	What is the formula for density?	m/v	Medium	3	0
5	For demonstrating what effect did Albert Einstein receive the Nobel prize in Physics in 1921?	photoelectric effect	Medium	3	0
5	What is the name of the second most recent supercontinent?	Ur	Hard	2	0
5	Which country won the World Men's Handball Championship in 2018?	Spain	Medium	3	0
5	Which country hosted the World Men's Handball Championship the most number of times? 	Germanyy	Medium	3	0
5	How many innings are there in a standard game of Test cricket?	4	Hard	2	0
5	What is a young cow called?	calf	Easy	3	0
5	How many continents are there in the world?	7	Medium	3	0
5	What causes the green colour in leafs?	chloroplasts	Medium	3	0
5	What is Freddie Mercuryâs (lead singer of Queen) nationality?	GB	Medium	3	0
5	What is the name of the song that was written and performed by Paul McCartney and Michael Jackson released in 1983?	Say Say Say	Hard	3	0
5	In the song Killer Queen (by the band Queen), there is a reference to a particular type of alcohol that is purportedly kept in the cabinet. What type of alcohol is it? 	don't know	Hard	2	0
5	What is the name of the main character in the Hitman Series of video games?	Agent 47	Medium	3	0
5	What video game sold the most copies ever? 	don't know	Hard	1	1
5	What is the name of the strategy, turn-based video game that is set in feudal Japan, initially released on March 15, 2011?	Shogun	Medium	2	0
5	What does the acronym HDD stand for?	Hard disk drive	Easy	1	1
5	What is the largest animal that ever lived on Earth?	Blue Whale	Easy	1	1
5	In what year did IBM introduce its first personal computer?	1981	Easy	1	0
5	Name the sport where two teams compete to throw an orange ball into hoops	Basketball	Easy	3	0
5	What country won the FIFA World Cup in 2014	Germany	Medium	2	0
5	In what year was the first FIFA World Cup held?	1930	Hard	3	0
5	In what popular show are various creatures captured in red and white balls?	Pokemon	Easy	3	0
5	What colour are Smurfs?	Blue	Easy	3	0
5	Who created Pinocchio in the Disney film of the same name?	Collodi	Hard	2	0
5	What instrument does a pianist play?	Guitar	Hard	2	0
5	Which British singer wrote the song 'Shape of You'?	Ron Weasley	Medium	3	0
5	Which album was awarded a Grammy for best album at the first annual Grammy awards in 1958?	The Music From Peter Gunn	Hard	3	0
5	What is the name of the blue hedgehog who likes to run fast?	Sonic	Easy	3	0
5	In what game did we first encounter Mario (then Jumpman)?	Donkey Kong	Medium	3	0
5	What release of Microsoft Windows was the first to include the game 'Microsoft Solitaire'?	Windows 8	Medium	3	0
5	Who was the first female computer scientist?	Ada Lovelace	Hard	1	1
5	What theorem is this equation: a^2 + b^2 = c^2 from?	Pythagorean	Easy	3	0
5	What is the formula for Newton's Second Law?	f=ma	Medium	3	0
5	Who is the most famous football player from MalmÃ¶?	Zlatan	Hard	1	1
5	How many holes are there in a round of a golf game?	18	Easy	2	0
5	In what countries was the Rugby World Cup first held? 	Australia and New Zealand	Medium	3	0
5	What equals 10+10?	20	Easy	3	0
5	What is the name of Dora the explorers monkey friend?	Boots	Medium	3	0
5	What is the chemical formula for water?	H20	Easy	3	0
5	What is the famous song called from the movie Titanic? 	Hit 'em up	Medium	1	1
5	What was the name of the band that Michael Jackson was a part of with his siblings?	Jackson 5	Medium	3	0
5	Who composed the classical music for the Swan Lake?	Tjajkovskij	Medium	3	0
5	What is the famous football video game called?	football manager	Medium	1	1
5	What game is Lara Croft associated with?	Tomb Raider	Easy	3	0
5	What do you need to write to get a lot of money for free in Sims?	rosebud	Medium	3	0
6	Who was the first female computer scientist?	don't know	Hard	2	1
6	What theorem is this equation: a^2 + b^2 = c^2 from?	Pythagorean theorem	Easy	2	1
6	What is the formula for Newton's Second Law?	F = ma	Medium	1	0
6	Who is the most famous football player from MalmÃ¶?	don't know	Hard	1	1
6	How many holes are there in a round of a golf game?	5	Hard	2	0
6	In what countries was the Rugby World Cup first held? 	don't know	Hard	2	0
6	What equals 10+10?	20	Easy	2	0
6	What is the name of Dora the explorers monkey friend?	don't know	Hard	2	0
6	What is the chemical formula for water?	H2O	Easy	2	0
6	What is the famous song called from the movie Titanic? 	my heart will be go on	Easy	2	0
6	What was the name of the band that Michael Jackson was a part of with his siblings?	don't know	Hard	1	0
6	Who composed the classical music for the Swan Lake?	don't know	Hard	2	0
6	What is the famous football video game called?	don't know	Hard	1	1
6	What game is Lara Croft associated with?	don't know	Hard	2	0
6	What do you need to write to get a lot of money for free in Sims?	don't know	Hard	1	0
6	What number on the pH-scale indicates a neutral value?	7	Easy	2	0
6	What is the smallest planet in our solar system?	don't know	Medium	1	1
6	How many teeth do a white shark have? (approx.)	1000	Hard	2	0
6	What colour is the ball in tennis?	white	Easy	1	0
6	What is the name of the computer program that plays Go?	don't know	Medium	2	0
6	How many children do Cristiano Ronaldo has?	don't know	Hard	1	1
6	What is the name of Harry Potter's best friend?	Hermione	Medium	1	1
6	How many minutes are there in one hour?	60	Easy	2	0
6	What is the name of Santa Clause's 8 reindeers?	don't know	Hard	1	0
6	What is the name of the band behind "Barbie Girl"?	don't know	Hard	2	0
6	Which famous duo made a song for the movie "The Graduate"?	don't know	Hard	2	0
6	In what year did Louis Armstrong die?	don't know	Hard	2	0
6	What does L.O.L. stand for?	league of legends	Easy	2	0
6	What colour is Toad's west? (Mario)	don't know	Hard	2	0
6	In which game can a player declare "OHH CHIBLETS!!"	don't know	Hard	1	0
6	What is the powerhouse of the cell	mitochondrion	Easy	2	0
6	What do you call the thing on the end of shoelaces	don't know	Medium	1	0
6	Who won the Turing award in 2005	don't know	Hard	2	0
6	Who won the World Men's Handball	don't know	Hard	2	1
6	Where was the last stage in tour de France 1990?	don't know	Hard	2	0
6	What is Usain Bolts last run time in an official competition? 	don't know	Hard	2	0
6	Who is the latest official Disney princess?	don't know	Hard	2	0
6	What is the theme song for Hannah Montana?	don't know	Hard	2	0
6	What is the name of the 7 dwarfs in Disneys' Snow White?	don't know	Medium	1	0
6	What kind of instrument is a violin?	string instrument	Medium	1	1
6	What is the continuation of the song by Carly Rae Jepsen?; Hey, I just met you and this is crazy But here's my number, __ ____ __ _____	don't know	Hard	1	0
6	Who composed most of the soundtracks for Studio Ghibli?	don't know	Hard	2	0
6	What is the name of Mario's brother?	don't know	Hard	2	0
6	How many Pokemons are there by 2018?	don't know	Hard	2	0
6	What is the name of the protagonist that is trying to find his friends Kairi and Riku	don't know	Hard	1	0
7	What does a light-year measure?	Distance light can travel in a year	Easy	2	0
7	Which country in the world has maximum number of robots working?	Japan	Hard	3	0
7	The fear of being out of mobile phone contact is known as?	I don't know	Hard	3	0
7	What is the object that hockey players send across the ice called?	Puck	Medium	2	0
7	What is the nickname of the Belgian national soccer team? 	No idea	Hard	1	1
7	How long must a billiard cue be?	1,5m	Hard	2	0
7	How many years are there in a millennium?	1000	Easy	2	0
7	How many colours are in a rainbow?	Seven	Easy	2	0
7	What is the first element on the periodic table of elements?	Hydrogen	Hard	2	0
7	Who was the lead singer of the band "Queen"?	Freddie Mercury	Easy	2	0
7	How many strings does a violin usually have?	Eight	Hard	2	0
7	What is the name of Nirvana's debut album?	In Utero	Hard	2	0
7	What does Mario jump on after completing a level?	Dunno	Hard	2	0
7	Which field of study is the basis of the Tomb Raider?	Archaeology	Medium	3	0
7	Name the creator of PS4?	Henrietta Jones	Hard	2	0
7	Which of the following programming languages is a front-end programming language: CSS? Java? Python? C? C++?	CSS	Easy	2	0
7	To which field does Natural Language Processing belong?	Machine learning	Medium	2	1
7	In which part of the human brain are visual sensory information processed?	Right	Easy	2	0
7	How many minutes is a soccer match?	40	Hard	1	0
7	Who is the world record holder in the 100m sprint?	Usain Bolt	Easy	2	0
